row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,431_02.mzML Peak area,432_02.mzML Peak area,004_02.mzML Peak area,104_02.mzML Peak area,037_02.mzML Peak area,22_02.mzML Peak area,453_02.mzML Peak area,07_02.mzML Peak area,102_02.mzML Peak area,105_02.mzML Peak area,444_02.mzML Peak area,055_02.mzML Peak area,039_02.mzML Peak area,401_02.mzML Peak area,02_02.mzML Peak area,16_02.mzML Peak area,033_02.mzML Peak area,442_02.mzML Peak area,020_02.mzML Peak area,019_02.mzML Peak area,492_02.mzML Peak area,517_02.mzML Peak area,523_02.mzML Peak area,454_02.mzML Peak area,521_02.mzML Peak area,522_02.mzML Peak area,516_02.mzML Peak area,518_02.mzML Peak area,814_02.mzML Peak area,514_02.mzML Peak area,813_02.mzML Peak area,509_02.mzML Peak area,476_02.mzML Peak area,508_02.mzML Peak area,817_02.mzML Peak area,515_02.mzML Peak area,531_02.mzML Peak area,475_02.mzML Peak area,818_02.mzML Peak area,553_02.mzML Peak area,821_02.mzML Peak area,DB1CP_02.mzML Peak area,DB8_02.mzML Peak area,DBV7_467_02.mzML Peak area,021_03.mzML Peak area,DBV3_542_02.mzML Peak area,822_02.mzML Peak area,BCN28WM_02.mzML Peak area,003_03.mzML Peak area,BCN22WM_02.mzML Peak area,825_02.mzML Peak area,01_03.mzML Peak area,023_03.mzML Peak area,013_03.mzML Peak area,510_02.mzML Peak area,028_03.mzML Peak area,011_03.mzML Peak area,015_03.mzML Peak area,041_03.mzML Peak area,309_03.mzML Peak area,029_03.mzML Peak area,031_03.mzML Peak area,035_03.mzML Peak area,017_03.mzML Peak area,06_03.mzML Peak area,14_03.mzML Peak area,044_03.mzML Peak area,046_03.mzML Peak area,425_03.mzML Peak area,435_03.mzML Peak area,434_03.mzML Peak area,038_03.mzML Peak area,451_03.mzML Peak area,441_03.mzML Peak area,05_03.mzML Peak area,08_03.mzML Peak area,032_03.mzML Peak area,30_03.mzML Peak area,469_03.mzML Peak area,471_03.mzML Peak area,427_03.mzML Peak area,558_03.mzML Peak area,555_03.mzML Peak area,505_03.mzML Peak area,528_03.mzML Peak area,47_03.mzML Peak area,501_03.mzML Peak area,45_03.mzML Peak area,447_03.mzML Peak area,530_03.mzML Peak area,823_03.mzML Peak area,36_03.mzML Peak area,533_03.mzML Peak area,52_03.mzML Peak area,549_03.mzML Peak area,501_03_20221012120828.mzML Peak area,524_03.mzML Peak area,62_03.mzML Peak area,544_03.mzML Peak area,DB1_03.mzML Peak area,DB5_03.mzML Peak area,DB2CP_03.mzML Peak area,DBV4_546_03.mzML Peak area,812_03.mzML Peak area,DB7_03.mzML Peak area,DBCP3_545_03.mzML Peak area,811_03.mzML Peak area,DBCP5_559_03.mzML Peak area,DB3_03.mzML Peak area,R26.mzML Peak area,DB6_03.mzML Peak area,R28.mzML Peak area,511_03.mzML Peak area,R27.mzML Peak area,R3.mzML Peak area,R1.mzML Peak area,R10.mzML Peak area,525_04.mzML Peak area,R29.mzML Peak area,R9.mzML Peak area,R2.mzML Peak area,WM03_02.mzML Peak area,R30.mzML Peak area,R31.mzML Peak area,R33.mzML Peak area,WM02_02.mzML Peak area,WM06_02.mzML Peak area,R32.mzML Peak area,WM17_03.mzML Peak area,R35.mzML Peak area,WM19_03.mzML Peak area,R4.mzML Peak area,R34.mzML Peak area,R6.mzML Peak area,R7.mzML Peak area,R5.mzML Peak area,R8.mzML Peak area,WM20_04.mzML Peak area,WM21_04.mzML Peak area,439_04.mzML Peak area,557_04.mzML Peak area
25499,315.2535058,6.695115,,,,172,662,[M+H]+,,1,25552,314.24665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3417.7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212.8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968.5603,0,0,0,0,0,0,0,0,0,0,0,5869.7705,3681.516,5127.053,0,6037.262,5528.5576,6520.3154,7790.6333,0,4594.587,6603.388,3375.7766,0,9975.574,7746.3467,8287.64,4756.2905,0,7048.2656,0,5167.634,0,5166.4507,6245.0513,3935.414,0,10335.445,5197.271,24358.16,0,0,0
25397,399.3586927,6.69635,,,,,,,,,,,519.8345,1391.5752,937.59656,0,1220.0417,0,0,34169.977,0,1441.1084,0,2250.2834,524.6729,2580.3784,0,355.5218,220.49524,1341.3824,3075.0498,11797.344,4762.7773,0,14456.24,0,0,0,2285.3687,3694.2058,619.17236,65010.11,0,4660.674,0,2915.4478,2660.1807,411.302,1810.9819,0,1770.0151,780.75464,6299.1006,421.18384,0,6020.4517,0,1705.972,529.84186,0,0,2835.261,320621.5,0,0,0,0,4131.5,3177.4067,259.58215,1678.25,0,275.96594,1440.9852,14956.403,428.04108,4100.874,0,2257.555,311.41528,2267.2812,0,0,706.02527,0,0,0,0,0,652.0267,489.54724,0,0,2541.162,424.22327,0,0,0,0,406.20978,1031.6516,3024.0833,0,326.2804,15012.145,20542.518,0,0,488.5641,0,0,314.29358,0,856.29114,167.24043,0,1022.54895,441.88153,0,0,0,3715.8586,996.95105,1307.5784,418.23944,307.17303,1423.138,2377.6328,259.49222,0,1119.471,694.357,0,0,340.69687,0,0,0,477.67377,323.0221,1040.724,0,1630.3037,791.76404,372.45038,0,245.09128,327.95377,0,719.2908,163.33977,12700.713,6330.8853
24736,339.2152612,6.6981845,,,,78,693,[M+Na]+,,2,24736;24891,316.22578,0,0,5535.016,0,0,0,4236.8936,0,0,4087.6282,0,0,0,0,0,5149.45,0,0,7683.293,0,0,3026.0977,4118.713,0,0,12961.057,0,0,3595.0325,4834.288,0,6403.5244,0,4366.285,0,0,4027.0786,0,4242.5884,0,0,0,7611.833,2288.5908,0,0,0,3748.7383,0,0,0,0,0,0,0,0,4615.148,0,2913.3584,0,6684.144,3992.9482,0,0,0,0,0,3648.769,5709.14,0,0,0,3546.376,7582.2324,4894.1123,0,0,4105.685,4633.6562,0,0,0,0,0,0,0,0,0,8102.7026,0,0,0,0,0,0,0,5235.611,0,4505.934,0,3578.0986,5325.6187,2949.4905,5087.7573,0,2301.9575,16024.824,0,0,0,0,3981.4368,0,0,4193.2046,0,2763.9712,0,0,0,0,0,0,5268.7476,0,3681.917,0,5781.073,0,3047.5332,3405.1145,0,3621.047,0,0,0,0,0,0,0,0
25431,546.3563557,6.698738,,,,78,705,[M+NH4]+,,2,25863;25431,528.32244,9308.17,8695.254,13147.726,4964.106,11219.255,11066.316,16607.521,5558.6978,1903.4419,2132.1973,2908.374,0,6619.615,2052.6816,306.42603,14442.883,5073.4937,5548.3457,12927.394,456.56458,12898.552,25791.748,7609.2827,1653.5597,2848.775,39316.195,9998.264,16458.758,24701.021,38819.9,2006.4376,15079.386,5519.1094,10350.42,4358.702,5159.249,3831.6802,0,21785.402,30009.434,0,8599.842,11118.783,5046.662,3186.244,15775.338,17471.703,12203.361,2159.2727,10425.092,27533,2075.5476,689.9413,620.9142,0,2363.5894,1528.9971,3860.7036,3781.0376,8565.986,32013.318,7403.1387,6421.1416,3122.0125,6248.4194,3449.0967,2383.662,19762.145,16995.797,29715.277,0,6048.238,7349.0815,32860.047,19562.072,10730.883,0,6643.5195,10912.692,3248.0505,0,9455.19,31357.209,1524.4514,3291.51,2180.072,2840.6099,11810.613,11329.848,5476.177,5274.5776,2705.2393,9467.008,5603.0044,3724.2686,529.44824,6929.7095,5583.495,14524.119,8485.215,7741.189,2999.8623,21872.143,17745.04,7601.6885,10422.412,7476.9683,2926.381,1171.8535,6801.2393,14069.374,6580.7617,2375.8384,2997.5234,6778.1904,3437.9272,12125.693,0,14318.211,4114.8906,1724.1084,2864.4653,3968.881,3835.964,5017.507,10686.934,4404.5024,7852.171,2102.8755,17737.262,3347.515,9308.765,7283.129,1437.3796,4864.1895,2408.5522,2646.5562,1726.0583,131.44763,3074.2341,12000.843
25445,403.1032757,6.6991253,,,,78,687,[M-H2O+H-H+2Na]+,,2,25445;25375,375.13503,0,0,2337.5547,0,0,0,0,0,0,3628.1514,0,2270.8823,0,0,0,0,3220.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5326.1187,0,0,0,0,1127.2295,0,2998.9536,0,0,0,0,0,2546.5427,5240.418,0,0,0,2360.5222,0,3162.5264,2475.9307,0,0,0,0,0,0,540.82996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0609,0,0,0,0,0,0,3664.2422,0,3465.5117,0,0,0,1407.1575,0,0,0,3801.577,0,0,4775.424,0,0,0,0,0,0,0,3996.4531,0,0,0,0,0,0,0,0,0,0,0,1246.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.7466,0
25585,379.1633755,6.7020035,,,,78,694,[M+Na]+,,3,25588;25539;25585,356.17413,1211.81,2366.381,0,0,0,1806.7476,1611.1772,3981.7651,0,0,16897.744,0,0,1444.2411,1746.8639,6630.1997,0,7172.7686,0,0,3095.2754,4358.0225,3954.8218,3062.4216,0,2229.2412,661.55634,1869.6268,639.3439,4206.9697,3063.5684,547.5084,2342.8416,5683.7773,538.2854,340.6514,0,14302.407,0,3630.0754,186.58612,0,0,1718.4758,5483.4805,2367.1545,0,1702.5547,0,448.3049,3751.8677,0,0,323.81778,2229.5095,0,0,0,0,6522.152,0,2514.7905,0,0,0,1268.9749,0,0,5810.176,2821.7126,17572.338,0,0,4701.9453,2051.0415,2000.344,23798.668,0,522.9735,19943.488,0,6367.88,0,11390.5,7852.671,10209.227,3286.1392,0,0,0,3306.5493,0,11268.234,949.51984,1612.6306,0,6927.1846,0,5393.006,0,0,0,2563.0718,509.36133,13412.957,3036.2144,0,2035.2175,0,0,0,0,0,0,0,0,0,0,0,0,0,5066.957,0,0,0,1171.1161,1231.1418,0,12070.1,0,4591.204,0,0,0,0,0,0,0,0,0,0
25539,374.2077177,6.702583,,,,78,694,[M+NH4]+,,3,25588;25539;25585,356.17413,28869.88,46229.77,958.32526,0,0,37425.914,43186.344,74038.1,0,3987.9111,186292.98,1670.0056,1038.0652,23783.078,18888.361,69155.414,286.36047,72030.22,1376.6587,2229.089,41295.99,61347.2,48982.28,33469.77,1469.4668,57044.08,20516.041,36451.9,22545.209,64623.223,55021.46,24952.629,38821.23,90232.13,15779.44,13100.478,7287.4253,172763.36,7926.028,32329.842,3039.609,4239.067,7152.1396,38173.742,76651.11,26563.48,0,22557.592,2148.0076,13904.643,67988.1,2671.761,0,5591.044,29059.752,3463.279,11637.966,3484.591,0,94530.79,3439.4949,40843.434,0,476.3092,0,27787.264,0,5817.417,120839.07,44272.14,177883.42,2493.7993,0,87626.555,40901.98,33117.79,273495.53,0,14375.078,278174.38,2710.9578,104864,3710.5417,172911.52,88850.695,137304.72,45372.684,1558.8839,15852.093,5581.282,50359.2,0,160075.98,13116.684,32315.516,1790.9419,75371.445,0,96872.34,2697.3533,9117.323,0,44532.926,17178.229,194771.39,42816.47,0,41301.805,7486.319,0,1041.4382,0,9265.733,0,6875.377,1225.1791,0,2593.2954,0,0,1928.8132,46655.832,0,0,0,17037.66,32966.582,0,163465.48,1399.4893,79559.19,0,0,0,824.99927,5437.8184,0,482.62955,0,588.71106,2612.5547
25552,337.2356485,6.70294,,,,172,662,[M+Na]+,,2,25552;25499,314.24665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52480.527,0,0,0
25588,357.1816064,6.7033315,,,,78,694,[M+H]+,,2,25539;25585,356.17413,639.1737,1499.4071,0,0,0,1436.5804,1301.9772,2493.4175,0,0,8308.717,0,0,491.8275,920.1726,2339.8777,0,3577.7766,0,0,1141.6309,1924.263,1383.1024,985.18677,0,1220.2609,678.59064,1110.5503,0,1853.7656,2057.5566,0,1137.7946,3666.8457,0,333.0441,0,6938.6895,0,0,0,0,0,652.74976,1655.718,633.90735,0,0,0,0,1278.0847,0,0,0,1277.1287,0,0,0,0,4692.862,0,843.0281,0,0,0,715.07056,0,0,4427.0415,1274.0137,8787.425,0,0,4467.3525,1094.1346,1071.427,12122.53,0,0,9633.646,0,3090.2363,0,6285.9883,3022.067,5271.7593,1843.3978,0,0,0,2142.2708,0,7063.4336,0,1134.2515,0,3004.957,0,2907.0254,0,353.64746,0,611.3237,472.75208,8295.204,1708.1975,0,1595.4614,0,0,0,0,0,0,0,0,0,0,0,0,0,1720.1575,0,0,0,559.6727,786.26416,0,6655.6646,0,2281.963,0,0,0,0,0,0,0,0,0,0
25471,524.2729308,6.703601,,,,78,696,[M-H+2Na]+,,2,25471;27717,479.30222,1116.377,496.70404,0,225.19247,780.82416,775.0462,2225.3247,1267.2283,378.55896,0,403.95224,0,715.4004,0,0,946.7295,280.42395,0,1371.1401,0,2121.3574,649.3722,1093.9827,0,0,5995.9414,825.03784,499.72192,2609.5222,2422.1487,0,1178.2766,441.71014,1429.3628,363.36603,413.66943,372.9666,0,749.4624,1534.4939,0,964.629,488.807,0,362.76514,838.64307,1013.87695,1102.0264,0,350.71136,2113.9397,466.92636,0,0,0,248.9198,0,963.77185,701.4177,970.76355,5166.0312,1439.5046,949.9201,507.08774,864.6532,874.68445,245.43936,2701.916,2559.8398,4325.9897,0,0,183.76404,3743.73,1953.074,568.3052,0,1011.7078,1560.7504,0,0,1121.395,3903.5889,0,0,0,0,417.30795,581.2794,307.95477,0,396.33502,884.6327,306.39175,883.32227,0,881.8396,953.63666,1103.4133,892.0901,1126.9192,699.3287,2236.4116,2322.1597,377.88086,1287.3837,1517.8259,0,0,732.0939,1398.4807,665.97485,882.0989,0,914.3648,0,404.07886,0,915.93787,0,0,274.73914,0,0,0,1296.2316,1406.5293,469.3026,418.75464,672.26294,1271.0454,1450.2975,0,336.3661,293.7649,0,0,358.70258,0,368.67456,2654.5166
24745,370.2596594,6.7063737,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,11623.049,0,0,0,8444.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786.473,0,0,5354.9976,0,0,0,0,6806.371,7557.1934,14397.115,0,0,0,0,0,0,8478.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851.1353,0,4286.56,0,0,4261.757,4919.045,0,0,0,0,0,0,0,0,0,3151.4907,0,0,0,0,6783.1104,0,0,0,7149.284,0,0,0,0,0,0,0,0,0,0,0,0,4395.8887,0,0,0,0,8585.652,7565.646,5403.496,0,0,0,0,0,0,0,8320.799,0,0,0,11787.704,0,0,0,0,0,6261.253,6573.288,5118.7344,0,0,0
25500,383.2200702,6.70657,,,,78,717,[M-H+2Na]+,,2,25500;25604,338.24746,0,9478.959,472.7638,17306.314,2452.168,239.8482,0,0,3264.191,1075.4033,0,0,0,2252.1157,0,5798.9365,5170.703,0,546.73566,0,3059.0874,2112.2012,883.2406,2266.9827,1126.4662,1748.4622,4751.588,752.3094,9056.069,3790.7942,2487.6104,1356.2067,2803.131,0,552.63336,313.67807,923.10693,5360.2856,443.90228,0,0,0,2129.4963,13672.35,2830.0986,3845.0303,0,3510.7476,260.47778,12133.922,7856.354,442.25336,0,0,0,1150.9779,5454.843,4829.757,698.17755,247.74939,0,1732.077,0,552.6017,2845.3516,6731.782,308.15964,0,2636.9285,349.2031,0,477.55795,7332.9053,5437.8223,0,977.8926,0,3444.1953,691.86896,520.6664,0,3220.9248,0,7490.125,1827.5769,475.3372,0,254.67453,5785.875,2711.2,945.8607,2964.1187,2888.8606,4441.234,2566.1228,0,1848.5453,1191.8162,2511.3738,1279.7356,360.30646,0,9715.824,0,0,0,1807.8793,0,965.3489,4275.3936,757.55975,1494.2549,424.40573,4472.4375,2448.1975,5310.929,29045.672,711.1052,3673.8926,3153.7944,2898.1067,4039.8933,1475.425,3168.5007,11838.333,4071.192,4892.297,2342.2466,4475.3228,30967.834,2260.4995,2673.6724,3155.7854,1729.5679,2920.6008,2437.5981,6390.304,3954.958,921.3327,0,666.86115
25550,496.3403729,6.7068434,,,,78,719,[M-H2O+Na]+,,2,26362;25550,491.36198,361422.75,236655.62,362739.47,107365.29,164463.75,267641.3,424950.47,271893.25,50503.805,39784.375,161046.97,88277.31,130813.805,87982.95,107256.04,383372.6,88091.94,197519.28,207621.36,189061.94,255024.12,377361.03,210929.9,128493.08,308277.6,593072.56,262888.34,478279.53,652703.94,654964.3,153134.38,373258.6,229744.33,441186.4,225896.08,76939.45,238245.47,112416.93,356989.97,2303678,80947.76,97476.164,127963.016,226866.62,256009.36,364128.47,562613.7,315596.47,50379.07,459747.75,545870.44,56655.426,41304.79,40176.035,116349.46,57990.49,660201.56,105425.43,117724.22,354518.3,188002.3,237305.72,131592.9,365169.78,88889,147981.78,45362.367,179311.95,319185.66,721229.8,60395.363,396427.72,191466.48,670772.94,352565.53,171857.03,18031.385,167176.69,240945.27,228798.95,16724.396,354602.16,970330.3,97942.05,85142.016,71546.93,104711.375,100032.21,608644.4,150865.61,164843.67,219295.94,280144.2,76651.44,207205.9,39805.395,221507.86,122971.695,478494.25,148561.77,196884.53,71792.42,210789.19,399327.3,160802.8,248105.34,131721.6,106501.39,70364.56,713164.56,141259.69,265010.8,227299.47,361190.62,246578.17,705450.4,595634.6,38682.484,295883.22,239667.17,276184.47,54901.88,264437.62,312741.94,373505.03,625688,314919.9,371629.3,427162.53,671782.56,168788.94,233855.33,376115.8,178650.66,242958.11,207507.62,188050.67,337630.9,68139.08,113744.63,171411.86
25602,238.9076143,6.7075486,,,,78,,,,,,,0,28055.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24901.89,0,0,0,0,31439.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29486.273,0,0,0,0,0,0,0,0,0,0,0,0,17578.564,14362.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22251.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13072.088,0,0,0,0,0,0,0,0,13471.342,0,25448.684,0,0,0,0,0,0,0,0,18613.068
25929,326.2328525,6.7078934,,,,78,697,[M+NH4]+,,2,25929;25493,308.1992,0,0,0,0,0,0,0,0,0,0,3105.3662,0,0,0,0,4423.9033,0,1458.9397,0,0,2246.5862,2223.9648,0,0,0,0,1523.2417,0,0,0,0,0,0,0,0,0,0,0,2405.626,0,0,0,0,0,5166.785,0,0,0,0,0,3243.9097,0,0,0,0,0,0,3866.2317,0,0,0,0,0,0,0,1925.0676,0,0,0,0,4438.352,0,0,4636.082,0,0,0,2806.6875,8069.0576,0,0,10255.965,0,1981.8984,0,0,0,0,2230.2417,0,0,4286.9263,0,0,0,0,0,4754.1157,995.95795,2747.6125,0,0,0,0,0,0,2913.17,0,0,4531.0933,0,4251.7207,0,0,0,6736.352,10462.17,2099.6184,3225.1758,3634.4377,0,0,3637.4639,5594.02,8191.6943,4533.554,2895.0972,7666.3257,0,10312.1,3156.3435,2144.8298,5192.973,3562.4941,4476.2314,3884.4092,4056.5596,3951.6875,0,0,0
25604,303.2332324,6.708146,,,,78,717,[M-2H2O+H]+,,3,25500;25535;25604,338.24746,0,4047.6558,0,0,0,0,0,0,2773.587,0,0,0,0,0,0,4339.3975,2871.8179,0,0,0,0,3035.044,0,0,0,0,0,0,2503.5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.19324,5329.0513,5881.0244,0,0,0,0,0,0,2278.4878,0,0,0,0,0,0,0,3330.5605,0,0,1512.2754,0,0,0,2323.3406,2787.3757,0,0,0,1619.2705,0,0,0,2316.7402,0,2297.6184,0,0,0,0,0,0,0,0,0,1882.2922,0,0,0,2588.4976,0,0,0,0,4019.731,0,0,0,0,0,0,0,0,0,0,0,0,2845.96,9276.347,0,2971.5298,2057.8884,0,0,3434.5767,0,4763.482,3481.8296,0,0,2635.4548,11745.276,0,1016.21967,1831.2239,0,0,3318.583,2445.8528,3352.0305,0,0,0
27334,393.2865292,6.7085047,,,,,,,,,,,0,85761.016,12444.992,13778.412,28581.53,71213.15,100878.36,48675.66,16460.287,19795.314,121543.4,15252.389,17909.957,15299.168,9132.554,0,0,16343.688,9414.536,21142.72,0,59480.793,11713.436,0,98634.99,179248.19,58573.277,25645.154,0,65068.25,84661.76,47762.438,43103.836,173099.61,23216.285,11308.678,115349.53,53859.375,0,12790.402,22657.898,89723.07,74203.33,0,0,71235.336,76172.734,46446.31,21321.61,9897.578,20177.754,5155.035,13064.635,16721.314,141802.58,19041.357,8172.118,14270.08,20338.172,29311.834,14769.51,48233.984,16448.287,19801.318,10688.8545,9341.193,14927.835,12053.104,129435.07,4380.532,38115.785,36049.656,16573.018,38782.336,36396.72,26096.234,29380.928,14563.91,28464.332,80928.73,0,66255.55,0,17390.23,22426.98,18173.422,3146.4478,17021.656,200197.66,5109.561,26460.07,22485.686,27782.17,18223.877,0,0,38556.133,7985.4243,16382.245,17245.725,70797.695,18924.695,0,58876.22,30984.941,132262.53,59336.094,21776.988,0,36028.047,49734.883,22931.676,6681.7266,22475.365,81827.36,23749.05,39634.71,22750.002,16180.222,74455.68,19990.598,63587.902,24068.428,19790.55,14353.693,24817.416,40447.395,21962.543,26013.266,36166.184,19487.295,14226.034,27384.492,22570.1,21393.719,18263.98,59779.5,24386.855,22580.877,23128.803,16853.678
25573,359.220405,6.708573,,,,78,,,,,,,0,18327.566,2428.5906,13540.062,3307.6106,750.412,493.954,758.1885,6324.105,1912.1975,1543.2744,0,0,2483.809,0,9362.886,4361.5195,616.3906,1641.3834,0,5999.3853,6307.8115,0,5699.949,1883.1787,1930.5618,6668.9785,808.47314,5461.9614,6147.721,4949.7183,2669.1912,4896.0835,2440.1848,2576.9434,925.2684,2333.3384,6640.0903,3052.2617,0,0,0,4177.381,16121.65,7135.5723,5561.908,626.787,5812.524,2832.0513,17430.453,12940.624,1806.5276,0,0,0,757.33105,7163.9976,8256.249,4201.1255,1482.675,638.8317,2066.0852,0,1749.4084,2175.7427,6758.418,489.6639,1052.273,5753.5054,1510.596,1213.0691,991.44543,9831.668,10230.29,1854.4325,989.52185,0,6879.153,2825.3647,1974.6827,0,5901.7705,718.72,5904.938,2785.8528,1094.1226,0,1870.0552,8662.043,3089.832,2030.8801,6671.9604,3375.3738,5937.7197,2068.1135,0,2756.8718,6877.332,3533.4663,2160.061,1489.3468,0,8984.018,465.3484,2124.4656,1530.7167,3393.624,844.8789,1995.9419,14748.84,1961.3807,9492.017,569.1366,12506.716,8071.2637,13554.997,33488.29,3900.4343,11742.587,4932.2803,7729.454,8086.789,7519.4336,8259.462,31323.143,3305.648,7163.1953,10609.579,8677.674,55905.473,4634.212,7783.166,9197.158,5699.0054,3854.685,8992.51,11024.572,1691.2489,6819.7305,0,1829.8424
25644,409.2814556,6.708577,,,,78,703,[M+NH4]+,,2,25626;25644,391.24734,2802.1904,2197.6074,2998.8276,1464.1378,3490.3438,1582.1329,1288.3611,2255.2568,1553.328,2234.3423,1997.5693,1319.6904,1552.997,2497.4521,2444.7075,3795.6785,2279.1558,3405.36,3549.5564,2379.4272,4196.9,3299.335,3462.0012,2929.901,4288.869,1524.3296,1515.9907,2103.4075,3867.445,3517.9727,3449.5386,3485.9902,1558.1736,3584.1416,2870.5527,1519.48,3069.9126,2577.078,1828.4575,2566.0312,2535.6594,3107.057,2927.1868,841.4292,2086.7454,4960.706,3132.413,1288.5568,2944.8462,2129.4985,558.52783,2666.038,1732.9126,2938.1282,3112.8208,1832.4133,2120.0244,1828.4939,3583.0645,2263.6086,5435.861,1808.5471,1639.1609,2324.66,5566.594,4457.815,1917.5486,1433.9149,2818.9568,4318.5864,1858.7329,1987.6124,3320.044,2473.1274,2809.1348,1715.459,2859.0842,1769.1635,5222.9307,2250.628,1922.9652,1410.064,4663.7085,4219.2783,3062.7505,3456.3513,4195.142,3625.7046,2925.2375,3017.0405,1990.8213,3121.2915,3537.8442,3965.4219,3292.1619,2129.6438,3206.9587,3155.8389,2908.3706,1906.0457,2585.019,4561.5635,1846.4979,3399.559,1360.3373,3537.3184,2870.2034,3149.6611,2460.7034,5523.6646,2426.672,3328.4844,3964.495,3395.8655,1696.43,3693.6406,5232.998,2205.258,3151.29,3314.002,3669.7986,3501.4597,3411.5876,3219.769,2488.1821,1820.5784,3079.522,2321.1826,2265.9216,4570.593,1283.3168,1763.6885,3567.1753,2310.1846,2519.1172,2634.146,1116.1841,1527.4248,2241.031,2461.398,1842.7437
25587,365.0486892,6.708696,,,,78,698,[M-H2O+H-H+2Na]+,,2,25603;25587,337.08067,14090.601,10504.366,5355.324,5032.219,7323.5938,3495.6487,9515.135,10458.576,6813.7456,4024.0576,4664.161,0,9656.191,5543.0713,489.36197,8469.299,4880.41,5481.2456,14106.457,0,13629.109,8261.395,3087.8948,7624.057,5473.486,15552.168,8958.458,12479.65,11113.199,8742.06,8498.69,7859.0264,6112.378,9503.126,7211.454,9688.429,9902.414,6309.166,12309.994,1657.6945,0,7727.157,9913.036,9290.856,6384.572,8051.735,8715.636,7880.7163,5206.297,11882.17,13220.843,7720.821,6553.1626,4081.4978,1342.9443,6817.5083,5623.6997,10461.339,7092.05,13013.998,23349.184,17621.713,6776.991,6496.6733,5679.76,9985.776,3915.8442,20022.336,14631.531,13246.245,1044.4893,13759.624,5170.8296,13054.049,12231.43,9196.587,3192.1597,14194.078,12707.702,8407.651,475.00162,12990.495,12807.211,6484.2217,4726.3467,7821.144,4281.81,9693.276,11362.631,9189.185,5245.234,9346.218,14027.758,7434.082,4384.7524,5448.2607,8947.659,10918.425,12604.808,11956.482,8826.216,7685.005,18707.3,15013.228,14557.911,7814.7925,10030.761,8584.234,4666.982,2029.3875,13240.668,16863.91,11902.912,14159.254,15118.033,2797.805,11677.229,3537.31,16436.434,13226.243,10551.37,4922.554,13041.655,17384.621,9465.022,13167.59,8235.16,15151.855,6444.6626,12733.924,7969.109,14894.649,13332.551,12763.999,13479.532,14934.807,10704.84,15458.086,5873.3594,8324.407,16366.703
