row.ID,annotation.network.number,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
29828,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28246,NA,Glycerolipids,Aminoglycosides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
28244,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28361,NA,Glycerolipids,Triacylglycerols,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
28300,NA,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
27849,785,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28317,785,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
28334,785,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28352,NA,Glycerolipids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28359,784,Peptide alkaloids,Simple amide alkaloids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28424,784,Peptide alkaloids,Simple amide alkaloids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
28341,NA,Fatty esters,Cholane steroids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28357,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29027,NA,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
27870,NA,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
28781,799,Aromatic polyketides,Catechols with side chains,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA
28583,NA,Steroids,Pregnane steroids,Polyketides,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
28422,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines
28569,795,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA
28770,NA,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
30099,NA,Phloroglucinols,Catechols with side chains,Polyketides,Benzenoids,Benzene and substituted derivatives,Butyrophenones,NA
29268,794,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29741,NA,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,NA
28614,797,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
28637,NA,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30222,791,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28551,NA,Fatty acyl glycosides,Ascarosides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
28660,797,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
28645,800,Tryptophan alkaloids,Carboline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29672,799,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
28627,794,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28537,NA,Glycerolipids,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28717,800,Tyrosine alkaloids,Isoquinoline alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Anilides,NA
28690,800,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28759,NA,Tryptophan alkaloids,Simple indole alkaloids,Alkaloids,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA
28617,795,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
28732,NA,Fatty Acids and Conjugates,Dicarboxylic acids,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
28716,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28639,NA,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
28683,NA,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
28919,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28863,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28849,806,Small peptides,Aminoacids,Amino acids and Peptides,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
28855,807,Small peptides,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
28827,NA,Anthranilic acid alkaloids,Phenazine alkaloids,Alkaloids,Organoheterocyclic compounds,Azoles,Thiadiazoles,NA
28868,809,Ornithine alkaloids,Cephalosporins,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28811,NA,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA
28872,810,Ornithine alkaloids,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28692,816,Linear polyketides,3-acyl tetramic acids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28903,NA,Anthranilic acid alkaloids,Acridone alkaloids,Alkaloids,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
30485,NA,Fatty amides,N-acyl amines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29068,NA,Oligopeptides,Lipopeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
28962,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
29755,817,Docosanoids,Acetogenins,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
28951,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
29007,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28924,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28729,813,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
28911,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29284,813,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
29202,820,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29658,NA,Triterpenoids,Serratane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
30689,NA,Fatty Acids and Conjugates,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
29198,816,Linear polyketides,3-acyl tetramic acids,Amino acids and Peptides,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols
29168,NA,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
28364,818,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
29143,NA,Fatty amides,Simple amide alkaloids,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29339,NA,Fatty Acids and Conjugates,Branched fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
29225,820,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA
29235,834,Sphingolipids,Phenylalanine-derived alkaloids,Fatty acids,Benzenoids,NA,NA,NA
29809,NA,Diterpenoids,Pregnane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
27968,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
29558,832,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
29512,NA,Fatty amides,Primary amides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
29531,NA,Lysine alkaloids,Quinolizidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29370,827,Monoterpenoids,Fatty acyl glycosides of mono- and disaccharides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
29325,NA,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,NA,NA
30532,NA,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
29444,832,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
29496,NA,Oligopeptides,Depsipeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
29373,NA,Glycerophospholipids,Glycerophosphates,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,"1-alkyl,2-acylglycerophosphates"
30613,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
28552,NA,Fatty acyl glycosides,Rhamnolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
31630,NA,Eicosanoids,Oxo fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids
29632,837,Fatty amides,Fatty alcohols,Fatty acids,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,NA
29344,NA,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29524,838,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
29596,833,Pseudoalkaloids,Pyridine alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
29604,837,Lysine alkaloids,Hydrocarbons,Terpenoids,Organic nitrogen compounds,Organonitrogen compounds,NA,NA
29722,NA,Pseudoalkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31326,840,Guanidine alkaloids,Purine nucleos(t)ides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29537,840,Pseudoalkaloids,Quinolizidine alkaloids,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines
29677,NA,Glycerophospholipids,Glycerophosphoserines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,Lysophosphatidylserines
29708,NA,Flavonoids,Chalcones,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,NA
29749,832,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
29726,NA,Steroids,Cholane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives"
30633,NA,Small peptides,Open-chain polyketides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29854,NA,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
30186,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organoheterocyclic compounds,Piperidines,NA,NA
29821,NA,Saccharides,Disaccharides,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
30764,847,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
29817,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29876,837,Fatty acyls,Fatty alcohols,Fatty acids,Organic acids and derivatives,Organic phosphonic acids and derivatives,NA,NA
30838,NA,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
30380,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29848,847,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
30079,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30102,NA,Linear polyketides,Open-chain polyketides,Polyketides,Benzenoids,NA,NA,NA
30082,NA,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
30105,NA,Linear polyketides,Simple phenolic acids,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters
30012,NA,Fatty acyls,Hydrocarbons,Fatty acids,Organic acids and derivatives,Organic dithiophosphoric acids and derivatives,Dithiophosphate O-esters,NA
29095,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
29652,NA,Eicosanoids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
30130,NA,Linear polyketides,Erythromycins,Alkaloids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
30913,NA,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
30189,NA,Fatty acyls,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Organic phosphoric acids and derivatives,NA,NA
30268,863,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
30314,864,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30813,NA,Steroids,Catechols with side chains,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA
30215,NA,Glycerolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
30219,NA,Glycerolipids,Monoalkylresorcinols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
30271,868,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
30821,869,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
30338,NA,Glycerophospholipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
30516,NA,Steroids,Pregnane steroids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30550,NA,Fatty Acids and Conjugates,Nitro fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
30426,869,Triterpenoids,Trachylobane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,NA
30027,NA,Linear polyketides,Erythromycins,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31725,NA,Coumarins,Simple coumarins,Alkaloids,Benzenoids,Phenol ethers,Anisoles,NA
30645,NA,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
30553,NA,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
30667,NA,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
30676,NA,Steroids,Cholane steroids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
30759,885,Triterpenoids,Drimane sesquiterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
30673,885,Sesquiterpenoids,Polyene macrolides,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,NA,NA
30843,NA,Glycerolipids,Triacylglycerols,Fatty acids,Benzenoids,NA,NA,NA
30707,NA,Eicosanoids,Hydroxy-hydroperoxyeicosatrienoic acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
30806,NA,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
30811,893,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
32263,NA,Glycerolipids,Triacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Alkyl aryl ethers
30631,NA,Steroids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30839,NA,Sphingolipids,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
30694,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30861,NA,Sphingolipids,Sphingoid bases,Fatty acids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines
30835,NA,Glycerolipids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30922,NA,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30869,886,Sphingolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31355,886,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
30163,NA,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
31546,919,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
31023,NA,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
31003,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
31205,NA,Oligopeptides,Microginins,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31182,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30776,NA,Ornithine alkaloids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
31083,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31104,NA,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
32508,898,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
31175,NA,Eicosanoids,Other Eicosanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
30720,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
30205,NA,Triterpenoids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
30527,NA,Ornithine alkaloids,Pyrrolidine alkaloids,Alkaloids,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,Pyrrolidine-2-ones
30994,NA,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31235,NA,Coumarins,Furocoumarins,Shikimates and Phenylpropanoids,"Lignans, neolignans and related compounds",Furanoid lignans,Furofuran lignans,NA
30288,919,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
31306,893,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31252,NA,Small peptides,Dipeptides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30530,NA,Sphingolipids,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31359,904,Meroterpenoids,Open-chain polyketides,Terpenoids,Benzenoids,Phenol ethers,NA,NA
31372,NA,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31905,NA,Fatty Acids and Conjugates,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
29189,NA,Carotenoids (C40),"Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)",Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Carotenoids
31447,881,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
30912,895,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31785,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31455,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
30780,NA,Steroids,Pregnane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
32045,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31606,918,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
31559,NA,Octadecanoids,Prostaglandins,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
31589,NA,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,NA,NA
31537,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31128,NA,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3-hydroxysteroids
31655,NA,Ornithine alkaloids,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31708,NA,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Benzenoids,Phenol ethers,Anisoles,NA
31729,917,Fatty Acids and Conjugates,Unsaturated fatty acids,Terpenoids,Lipids and lipid-like molecules,NA,NA,NA
31872,NA,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
31906,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
29883,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
